employee_id,age,monthly_income,years_at_company,job_satisfaction,performance_rating,overtime,attrition,gender_Male,department_Research & Development,department_Sales,job_role_Human Resources,job_role_Laboratory Technician,job_role_Manager,job_role_Manufacturing Director,job_role_Research Director,job_role_Research Scientist,job_role_Sales Executive,job_role_Sales Representative
1311,58,15787,2,3,3,1,0,True,True,False,False,False,False,False,True,False,False,False
1312,18,1514,0,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1313,31,2956,1,1,3,0,1,True,False,False,True,False,False,False,False,False,False,False
1314,29,2335,2,1,3,1,1,True,False,False,True,False,False,False,False,False,False,False
1315,45,5154,8,3,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1316,36,6962,1,2,4,1,0,False,True,False,False,False,False,False,False,True,False,False
1317,43,5675,7,4,4,0,0,True,False,True,False,False,False,False,False,False,True,False
1318,27,2379,5,4,3,1,0,False,True,False,False,True,False,False,False,False,False,False
1319,29,3812,11,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1320,32,4648,0,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1321,42,2936,6,3,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1322,47,2105,2,3,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1323,46,8578,9,4,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1324,28,2706,3,4,3,0,0,True,False,False,True,False,False,False,False,False,False,False
1325,29,6384,7,3,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1326,42,3968,0,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1327,32,9907,2,2,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1328,46,13225,19,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1329,27,3540,9,3,4,0,0,False,False,True,False,False,False,False,False,False,False,True
1330,29,2804,1,2,3,0,0,True,False,False,True,False,False,False,False,False,False,False
1331,43,19392,16,3,3,0,0,False,True,False,False,False,True,False,False,False,False,False
1332,48,19665,22,2,3,0,0,True,True,False,False,False,False,False,True,False,False,False
1333,29,2439,1,4,4,1,1,True,True,False,False,False,False,False,False,True,False,False
1334,46,7314,8,2,4,0,1,False,False,True,False,False,False,False,False,False,True,False
1335,27,4774,7,1,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1336,39,3902,2,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1337,55,2662,5,4,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1338,28,2856,1,2,3,0,0,False,False,True,False,False,False,False,False,False,False,True
1339,30,1081,1,4,3,0,1,True,False,True,False,False,False,False,False,False,False,True
1340,22,2472,1,2,4,1,1,True,True,False,False,False,False,False,False,True,False,False
1341,36,5673,10,3,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1342,31,4197,10,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1343,34,9713,5,4,3,1,0,True,False,True,False,False,False,False,False,False,True,False
1344,29,2062,3,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1345,37,4284,5,1,4,1,0,True,True,False,False,False,False,False,False,True,False,False
1346,35,4788,3,2,3,1,0,False,True,False,False,False,False,True,False,False,False,False
1347,45,5906,9,4,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1348,36,3886,10,4,4,0,0,True,False,False,True,False,False,False,False,False,False,False
1349,40,16823,19,1,3,0,0,True,True,False,False,False,True,False,False,False,False,False
1350,26,2933,1,3,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1351,27,6500,8,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1352,48,17174,22,4,3,0,0,False,True,False,False,False,True,False,False,False,False,False
1353,44,5033,2,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1354,34,2307,5,1,4,1,1,True,True,False,False,False,False,False,False,True,False,False
1355,56,2587,4,4,3,0,1,True,True,False,False,True,False,False,False,False,False,False
1356,36,5507,4,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1357,41,4393,5,2,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1358,42,13348,13,1,3,0,0,True,True,False,False,False,False,False,True,False,False,False
1359,31,6583,5,4,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1360,34,8103,4,4,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1361,31,3978,2,3,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1362,26,2544,7,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1363,45,5399,4,3,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1364,33,5487,10,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1365,28,6834,7,4,3,1,0,True,False,True,False,False,False,False,False,False,True,False
1366,29,1091,1,1,3,0,1,True,False,True,False,False,False,False,False,False,False,True
1367,39,5736,3,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1368,27,2226,5,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1369,34,5747,15,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1370,28,9854,2,3,3,1,1,False,False,True,False,False,False,False,False,False,True,False
1371,47,5467,8,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1372,56,5380,0,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1373,39,5151,10,1,4,0,0,True,True,False,False,False,False,True,False,False,False,False
1374,38,2133,20,2,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1375,58,17875,1,4,3,1,0,False,False,True,False,False,True,False,False,False,False,False
1376,32,2432,4,3,3,1,1,False,True,False,False,False,False,False,False,True,False,False
1377,38,4771,5,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1378,49,19161,5,4,3,0,0,True,True,False,False,False,False,False,True,False,False,False
1379,42,5087,0,4,3,1,0,True,False,True,False,False,False,False,False,False,True,False
1380,27,2863,1,2,3,0,1,False,False,False,True,False,False,False,False,False,False,False
1381,35,5561,5,1,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1382,28,2144,5,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1383,31,3065,4,1,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1384,36,2810,5,2,4,0,0,True,True,False,False,True,False,False,False,False,False,False
1385,34,9888,14,4,4,0,0,True,False,True,False,False,False,False,False,False,True,False
1386,34,8628,8,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1387,26,2867,7,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1388,29,5373,5,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1389,32,6667,5,4,3,0,0,False,True,False,False,False,False,False,False,False,False,False
1390,31,5003,10,1,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1391,28,2367,4,4,3,0,1,True,True,False,False,True,False,False,False,False,False,False
1392,38,2858,1,1,3,0,0,True,False,True,False,False,False,False,False,False,False,True
1393,35,5204,10,4,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1394,27,4105,7,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1395,32,9679,1,4,4,0,0,True,True,False,False,False,False,True,False,False,False,False
1396,31,5617,10,4,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1397,53,10448,2,1,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1398,54,2897,4,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1399,33,5968,9,3,4,0,0,True,True,False,False,False,False,False,False,False,False,False
1400,43,7510,10,3,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1401,38,2991,6,2,3,1,0,True,False,False,True,False,False,False,False,False,False,False
1402,55,19636,10,2,3,1,0,True,False,False,False,False,True,False,False,False,False,False
1403,31,1129,1,4,3,1,0,False,True,False,False,True,False,False,False,False,False,False
1404,39,13341,20,1,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1405,42,4332,20,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1406,31,11031,11,3,4,0,0,False,True,False,False,False,False,False,True,False,False,False
1407,54,4440,5,1,3,1,0,False,True,False,False,False,False,True,False,False,False,False
1408,24,4617,4,3,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1409,23,2647,5,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1410,40,6323,10,3,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1411,40,5677,11,2,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1412,25,2187,2,2,3,0,0,False,False,False,True,False,False,False,False,False,False,False
1413,30,3748,12,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1414,25,3977,2,3,3,1,0,True,True,False,False,True,False,False,False,False,False,False
1415,47,8633,17,3,4,0,0,True,True,False,False,False,False,False,False,False,False,False
1416,33,2008,1,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1417,38,4440,15,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1418,31,3067,2,3,3,0,0,True,False,True,False,False,False,False,False,False,False,True
1419,38,5321,8,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1420,42,5410,4,1,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1421,41,2782,5,4,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1422,47,11957,13,2,3,0,0,False,True,False,False,False,False,False,True,False,False,False
1423,35,2660,2,3,3,1,0,True,True,False,False,True,False,False,False,False,False,False
1424,22,3375,3,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1425,35,5098,10,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1426,33,4878,9,4,3,1,0,False,True,False,False,False,False,False,False,False,False,False
1427,32,2837,6,2,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1428,40,2406,1,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1429,32,2269,2,2,3,0,0,True,False,True,False,False,False,False,False,False,False,True
1430,39,4108,7,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1431,38,13206,18,3,3,0,0,False,True,False,False,False,False,False,True,False,False,False
1432,32,10422,14,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1433,37,13744,16,4,4,1,0,False,True,False,False,False,False,False,True,False,False,False
1434,25,4907,5,3,4,1,0,False,False,True,False,False,False,False,False,False,True,False
1435,52,3482,9,4,3,0,0,True,False,True,False,False,False,False,False,False,False,True
1436,44,2436,4,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1437,21,2380,2,1,3,1,0,True,False,True,False,False,False,False,False,False,False,True
1438,39,19431,6,4,3,0,0,True,True,False,False,False,True,False,False,False,False,False
1439,23,1790,1,1,3,0,1,True,False,True,False,False,False,False,False,False,False,True
1440,36,7644,9,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1441,36,5131,4,2,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1442,56,6306,13,3,4,0,0,True,True,False,False,False,False,False,False,False,False,False
1443,29,4787,2,4,3,1,1,True,True,False,False,False,False,False,False,True,False,False
1444,42,18880,22,3,3,0,0,True,True,False,False,False,True,False,False,False,False,False
1445,56,2339,10,3,3,0,1,True,True,False,False,True,False,False,False,False,False,False
1446,41,13570,20,2,4,0,0,False,True,False,False,False,False,True,False,False,False,False
1447,34,6712,8,3,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1448,36,5406,15,4,4,0,0,True,False,True,False,False,False,False,False,False,True,False
1449,41,8938,5,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1450,32,2439,4,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1451,35,8837,9,4,3,1,0,False,False,False,True,False,False,False,False,False,False,False
1452,38,5343,10,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1453,50,6728,6,3,3,0,1,True,False,True,False,False,False,False,False,False,True,False
1454,36,6652,6,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1455,45,4850,5,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1456,40,2809,2,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1457,35,5689,10,3,3,1,0,True,True,False,False,False,False,False,False,False,False,False
1458,40,2001,5,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1459,35,2977,4,4,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1460,29,4025,4,2,3,1,0,True,True,False,False,True,False,False,False,False,False,False
1461,29,3785,5,1,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1462,50,10854,3,1,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1463,39,12031,20,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1464,31,9936,9,1,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1465,26,2966,4,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True
1466,36,2571,5,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1467,39,9991,7,1,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1468,27,6142,6,2,4,1,0,True,True,False,False,False,False,True,False,False,False,False
1469,49,5390,9,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1470,34,4404,4,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1471,41,5993,6,4,3,1,1,False,False,True,False,False,False,False,False,False,True,False
1472,49,5130,10,2,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1473,37,2090,0,3,3,1,1,True,True,False,False,True,False,False,False,False,False,False
1474,33,2909,8,3,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1475,27,3468,2,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1476,32,3068,7,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1477,59,2670,1,1,4,1,0,False,True,False,False,True,False,False,False,False,False,False
1478,30,2693,1,3,4,0,0,True,True,False,False,True,False,False,False,False,False,False
1479,38,9526,9,3,4,0,0,True,True,False,False,False,False,True,False,False,False,False
1480,36,5237,7,3,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1481,35,2426,5,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1482,29,4193,9,3,3,1,0,False,True,False,False,True,False,False,False,False,False,False
1483,31,2911,5,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1484,34,2661,2,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1485,28,2028,4,3,3,1,1,True,True,False,False,True,False,False,False,False,False,False
1486,29,9980,10,1,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1487,32,3298,6,2,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1488,22,2935,1,4,3,1,0,True,True,False,False,True,False,False,False,False,False,False
1489,53,15427,25,4,3,0,0,False,False,True,False,False,True,False,False,False,False,False
1490,38,3944,3,4,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1491,24,4011,4,3,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1492,36,3407,5,1,4,0,1,True,False,True,False,False,False,False,False,False,False,True
1493,34,11994,12,2,3,0,0,False,True,False,False,False,False,False,True,False,False,False
1494,21,1232,0,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1495,34,2960,4,1,3,0,1,True,True,False,False,False,False,False,False,True,False,False
1496,53,19094,14,3,3,0,0,False,True,False,False,False,True,False,False,False,False,False
1497,32,3919,10,1,4,1,1,False,True,False,False,False,False,False,False,True,False,False
1498,42,6825,9,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1499,44,10248,22,4,3,0,0,False,True,False,False,False,False,False,False,False,False,False
1500,46,18947,2,1,3,0,0,False,False,True,False,False,True,False,False,False,False,False
1501,33,2496,1,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1502,44,6465,4,4,3,1,0,True,True,False,False,False,False,False,False,False,False,False
1503,30,2206,10,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1504,39,2086,1,4,3,0,1,True,False,True,False,False,False,False,False,False,False,True
1505,24,2293,2,4,3,1,1,True,True,False,False,False,False,False,False,True,False,False
1506,43,2645,5,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1507,50,2683,3,3,3,1,1,True,False,True,False,False,False,False,False,False,False,True
1508,35,2014,2,4,3,0,0,False,False,True,False,False,False,False,False,False,False,True
1509,36,3419,1,1,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1510,33,5376,5,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1511,35,1951,1,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1512,27,2341,1,1,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1513,26,2293,1,3,3,0,1,True,True,False,False,True,False,False,False,False,False,False
1514,27,8726,9,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1515,30,4011,12,4,4,0,0,False,True,False,False,True,False,False,False,False,False,False
1516,41,19545,22,3,3,0,1,False,True,False,False,False,False,False,True,False,False,False
1517,34,4568,9,3,4,0,0,True,False,True,False,False,False,False,False,False,True,False
1518,37,3022,1,2,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1519,46,5772,9,4,4,1,0,True,False,True,False,False,False,False,False,False,True,False
1520,35,2269,1,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1521,48,5381,1,3,3,1,1,True,True,False,False,True,False,False,False,False,False,False
1522,28,3441,2,3,3,1,1,True,True,False,False,True,False,False,False,False,False,False
1523,44,5454,4,1,4,1,0,False,False,True,False,False,False,False,False,False,True,False
1524,35,9884,4,1,3,1,0,True,True,False,False,False,False,False,False,False,False,False
1525,26,4157,2,4,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1526,33,13458,15,4,3,1,0,False,True,False,False,False,False,False,True,False,False,False
1527,35,9069,9,1,4,0,0,True,False,True,False,False,False,False,False,False,True,False
1528,35,4014,2,1,3,1,0,False,True,False,False,True,False,False,False,False,False,False
1529,31,5915,7,4,4,0,0,True,True,False,False,True,False,False,False,False,False,False
1530,37,5993,7,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1531,32,6162,9,4,4,1,0,True,True,False,False,False,False,True,False,False,False,False
1532,38,2406,10,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1533,50,18740,27,3,3,1,0,False,True,False,False,False,False,False,True,False,False,False
1534,59,7637,21,1,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1535,36,10096,17,3,3,0,0,False,True,False,False,False,False,False,False,False,False,False
1536,55,14756,5,3,3,1,0,False,True,False,False,False,True,False,False,False,False,False
1537,36,6499,6,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1538,45,9724,1,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1539,35,2194,3,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1540,36,3388,1,3,3,1,1,True,True,False,False,False,False,False,False,True,False,False
1541,59,5473,4,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1542,29,2703,5,2,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1543,31,2501,1,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1544,32,6220,10,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1545,36,3038,1,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1546,31,4424,11,4,4,0,0,False,True,False,False,False,False,True,False,False,False,False
1547,35,4312,15,1,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1548,45,13245,0,1,3,1,0,True,True,False,False,False,False,False,True,False,False,False
1549,37,13664,5,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
1550,46,5021,4,2,4,1,0,True,False,False,True,False,False,False,False,False,False,False
1551,30,5126,10,4,3,1,0,True,True,False,False,True,False,False,False,False,False,False
1552,35,2859,6,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1553,55,10239,1,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1554,38,5329,13,4,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1555,34,4325,5,2,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1556,56,7260,6,4,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1557,23,2322,0,1,3,0,0,True,False,True,False,False,False,False,False,False,False,True
1558,51,2075,4,4,4,0,0,True,True,False,False,True,False,False,False,False,False,False
1559,30,4152,11,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1560,46,9619,9,4,3,0,1,True,False,True,False,False,False,False,False,False,True,False
1561,40,13503,22,2,4,0,0,True,True,False,False,False,False,False,False,False,False,False
1562,51,5441,10,4,4,1,0,True,False,True,False,False,False,False,False,False,True,False
1563,30,5209,11,2,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1564,46,10673,10,1,3,1,0,True,True,False,False,False,False,False,False,False,False,False
1565,32,5010,11,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1566,54,13549,4,3,3,0,0,False,True,False,False,False,False,False,True,False,False,False
1567,24,4999,3,3,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1568,28,4221,5,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1569,58,13872,37,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1570,44,2042,3,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1571,37,2073,3,1,4,1,1,True,False,False,True,False,False,False,False,False,False,False
1572,32,2956,1,1,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1573,20,2926,1,4,3,1,1,False,True,False,False,True,False,False,False,False,False,False
1574,34,4809,16,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1575,37,5163,1,4,3,0,0,True,True,False,False,False,False,False,False,False,False,False
1576,59,18844,3,4,4,0,0,False,False,False,False,False,True,False,False,False,False,False
1577,50,18172,8,2,3,1,0,False,True,False,False,False,False,False,True,False,False,False
1578,25,5744,6,3,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1579,25,2889,2,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1580,22,2871,0,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1581,51,7484,13,1,4,0,0,False,True,False,False,False,False,False,False,False,False,False
1582,34,6074,9,3,4,1,1,True,True,False,False,True,False,False,False,False,False,False
1583,54,17328,5,4,3,1,0,False,False,False,False,False,True,False,False,False,False,False
1584,24,2774,5,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1585,34,4505,1,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1586,37,7428,5,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1587,34,11631,11,1,3,0,0,False,True,False,False,False,True,False,False,False,False,False
1588,36,9738,9,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1589,36,2835,1,4,4,0,0,False,True,False,False,True,False,False,False,False,False,False
1590,43,16959,25,4,3,1,0,True,False,True,False,False,True,False,False,False,False,False
1591,30,2613,10,3,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1592,33,6146,7,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1593,56,4963,5,2,3,1,1,False,True,False,False,False,False,False,False,True,False,False
1594,51,19537,20,3,3,0,0,True,True,False,False,False,False,False,True,False,False,False
1595,31,6172,7,3,3,1,1,True,False,True,False,False,False,False,False,False,True,False
1596,26,2368,5,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1597,58,10312,40,4,3,0,1,False,True,False,False,False,False,False,False,False,False,False
1598,19,1675,0,3,3,1,1,True,False,True,False,False,False,False,False,False,False,True
1599,22,2523,2,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1600,49,6567,15,1,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1601,43,4739,3,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1602,50,9208,2,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1603,31,4559,2,3,3,1,1,False,False,True,False,False,False,False,False,False,True,False
1604,41,8189,9,3,3,1,0,True,False,True,False,False,False,False,False,False,True,False
1605,26,2942,8,3,4,0,0,False,False,False,True,False,False,False,False,False,False,False
1606,36,4941,3,2,4,0,0,True,True,False,False,False,False,True,False,False,False,False
1607,51,10650,4,4,3,0,1,True,True,False,False,False,False,True,False,False,False,False
1608,39,5902,15,3,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1609,25,8639,2,3,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1610,30,6347,11,4,3,1,0,True,False,False,True,False,False,False,False,False,False,False
1611,32,4200,5,1,4,0,1,False,True,False,False,True,False,False,False,False,False,False
1612,45,3452,6,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1613,38,4317,3,3,4,1,0,False,True,False,False,False,False,False,False,True,False,False
1614,30,2632,5,3,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1615,32,4668,8,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1616,30,3204,3,1,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1617,30,2720,5,4,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1618,41,17181,7,1,3,0,0,True,True,False,False,False,True,False,False,False,False,False
1619,41,2238,5,1,4,0,0,True,True,False,False,True,False,False,False,False,False,False
1620,19,1483,1,2,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1621,40,5605,20,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1622,35,7295,10,2,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1623,53,2306,7,3,4,1,0,True,False,True,False,False,False,False,False,False,False,True
1624,45,2348,17,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1625,32,8998,9,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1626,29,4319,10,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1627,51,6132,1,3,3,0,0,True,True,False,False,False,False,True,False,False,False,False
1628,58,3346,1,2,4,1,0,False,True,False,False,False,False,False,False,True,False,False
1629,40,10855,12,4,3,0,0,True,False,True,False,False,False,False,False,False,True,False
1630,34,2231,4,3,3,0,0,False,False,True,False,False,False,False,False,False,False,True
1631,22,2323,2,4,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1632,27,2024,2,2,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1633,28,2713,5,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1634,57,9439,5,4,3,1,0,True,True,False,False,False,False,False,False,False,False,False
1635,27,2566,1,3,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1636,50,19926,5,2,3,0,0,False,True,False,False,False,True,False,False,False,False,False
1637,41,2451,9,3,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1638,30,9419,10,4,3,0,0,False,False,True,False,False,False,False,False,False,True,False
1639,38,8686,8,4,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1640,32,3038,5,3,4,0,0,True,True,False,False,False,False,False,False,True,False,False
1641,27,3058,5,2,3,1,0,True,True,False,False,False,False,False,False,True,False,False
1642,19,2325,0,1,4,0,1,False,False,True,False,False,False,False,False,False,False,True
1643,36,2088,8,2,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1644,30,3072,12,1,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1645,45,5006,5,1,3,1,0,False,False,True,False,False,False,False,False,False,True,False
1646,56,4257,2,1,3,1,0,False,True,False,False,False,False,False,False,True,False,False
1647,33,2500,3,4,3,0,0,True,True,False,False,False,False,False,False,True,False,False
1648,19,1102,1,4,4,0,1,True,True,False,False,True,False,False,False,False,False,False
1649,46,10453,24,1,4,0,0,False,False,True,False,False,False,False,False,False,True,False
1650,38,2288,2,4,3,0,0,False,True,False,False,True,False,False,False,False,False,False
1651,31,3929,4,4,4,1,0,False,True,False,False,False,False,False,False,True,False,False
1652,34,2311,3,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
1653,41,3140,4,2,4,1,1,False,False,True,False,False,False,False,False,False,False,True
1654,50,3690,3,3,3,0,0,True,True,False,False,True,False,False,False,False,False,False
1655,53,4450,4,1,3,0,0,False,True,False,False,False,False,True,False,False,False,False
1656,33,2756,8,2,3,0,0,False,True,False,False,False,False,False,False,True,False,False
